Rating,Date,Content
1.50,2022-10-28,"UK indie rock outfit the Arctic Monkeys go deeper down the lounge pop rabbit hole that they explored on 2018's divisive Tranquility Base Hotel & Casino with their newest release The Car.

Spearheaded by lead singer, guitarist, and songwriter Alex Turner, the Arctic Monkeys are no strangers to switching things up album-to-album. Once a blistering indie punk rock band, they have morphed into a Bowie-influenced lounge act that shares more in common with Turner's side project The Last Shadow Puppets than the Monkeys of days past. The Car sees their sound become even slower, more orchestral, and oblique. Turner, ever the talented storyteller, has shifted his vocal melodies, tone, and lyrics to inhabit an abstract space. The result is a hot mess of an album that, while at times genuinely beautiful in sound, is a slog to get through - this despite clocking in at a brisk 37 minutes.

One of the album's highlights is the elaborate instrumentation that serves as the canvas over which Turner paints his wildly broad vocal strokes. Bombastic, 70s-inspired, funky guitar tones are used to excellent effect on I Ain't Quite Where I Think I Am. The brass during the bridge of lead single There'd Better Be a Mirrorball packs the perfect punch to elevate the song to a transcendent level. The outro of Body Paint builds to a spectacular conclusion with the addition of guitar bends. The ominous synths and pounding bass on Sculptures of Anything Goes provide a tantalizing tease of what could have been, but the track ultimately goes nowhere. Unfortunately, these highlight moments are too few and far between, and the listening experience ends up being quite monotonous.

Indeed, that is the primary problem with the album. Most of the tracks blend into each other as Turner uses grating falsetto vocals to wander his way through the album. This man must have developed a serious disdain for vocal melodies because I can count the number of hummable phrases on one hand. It's almost as if he has intentionally strayed from the beaten path, singing slightly off rhythm or throwing in a falsetto to avoid the alarming possibility of someone singing along to his music. The result is that there simply aren't many memorable moments on this album. While Turner pushed the boundaries of his lyricism with the concept of a space hotel serving as the background against which he explored concepts ranging from politics to technology to science fiction, the lyrics on The Car are obtuse. Gone are the bombastic, self-aware nods to a character that Turner inhabited on the previous album. Gone are the witty, observational lyrics of his earlier material. Ultimately, the lyrics, like the vocals, are simply too labyrinthine to be memorable.

While Tranquility Base felt like an Alex Turner solo album featuring the Arctic Monkeys, The Car feels like a Last Shadow Puppets album featuring the Arctic Monkeys. There's more orchestration, more abstract vocals, and lyrics that are difficult to follow at best - all trademarks of Turner's side project. I can see the appeal for fans that enjoy The Last Shadow Puppets and that particular style. However, I cannot see this album appealing to the fans that have been with the band since day one, and it does not strike the perfect balance between artistry and commercial appeal like Bowie did in the 1970s and 1980s. It pains me to say it, but Alex Turner is the weakest link of this project. His ambition exceeded his grasp, and the result is a muddled mess of an album that feels overlong despite it's relatively short runtime."
2.00,2022-10-27,"I could say I'm underwhelmed, but the trajectory of Arctic Monkeys has been clear for a while now. The Car shows the band moving deeper into unfamiliar territory to the point where this band is virtually unrecognizable when compared to their early material. I would like to praise Arctic Monkeys for doing something different and... unique? There's the problem, it's different for them, but it's not very unique. In fact, much of the aura around this album feels very cliché and artificial. While the production holds some strong moments sonically, it generally just sounds too familiar, very reminiscent of late 60s-early 70s baroque pop. Alex Turner himself surprisingly proves to be the album's downfall, where he experiments with the same faux exquisite songwriting that appeared on Tranquility Base Hotel + Casino. This time around, Alex attempts to be more ambitious with his vocal performances to the point that he frequently strays too far out of his range. The only song on the album that doesn't have this problem is, in my opinion, the album's centerpiece ""Big Ideas"", where Alex's songwriting is incredibly compelling and thoughtful, not polluted by the annoying vagueness of his new go-to lyrical style. Overall, a fairly consistent (at least compared to TBHC) but weak addition to the Arctic Monkeys discography.

Favorite Tracks: Big Ideas, The Car, There'd Better Be a Mirrorball"
1.50,2022-10-27,"I think Mr. Mellon man himself has reviewed this album quite well. The instrumental backdrops are exciting and expansive, building in the sonic landscape of the band's last outing but allowing the chamber instrumentation to breathe and expand with the rock instrumentals. However, the singing on here falls so far flat that it’s hard to take the album seriously. The David Bowie influence is extremely potent, but where David’s delivery worked over his moody art pop, for whatever reason Alex Turner’s vocals feel forced or crooning for way too much of the project. The opening track is really the only palatable song and the rest is pretty unforgettable and/or skippable."
2.50,2022-10-27,"It feels like an experiment to write something they still don't have the knowledge to make, like if after years they decided to try orchestral sounds without using their full potential, like pizzicato or, simply just creating more complex and different lines (the bow instruments most of the time play rhythmic chords). Orchestral sounds have the potential to ""hug"" the listener while giving the sound an open tone but here they are almost never used that way.

The vocal lines are just too similar too each other and they are no where near the power and charisma that they have in the previous album. There are lots of hidden gems both in the vocals and instrumentals, like the funk style guitar and the jazz organ here and there, but they lose themselves in a sea of nothingness, although, to be fair, they give that '70s vibe that I think they were going for.

Onestly I would have preferred a shorter version of this album without the most anonymous tracks, such as the fourth and the seventh, so that the product could have had more focus on the other tracks.
I'd compare this album to sex as seen from the eyes of a woman: although it was good, there was no climax.
They should have probably took some inspiration from ""AM"" or even better from they're older albums rather than reproposing a watered down version ""Tranquility base hotel casino"", mostly to give a more distinct identity and less monotony to this product, because frankly it has half the charm and variety of the previous.
If this album was a cheese it would be Swiss."
3.00,2022-10-27,"How can I say that, I had mixed feelings first listening to this record, but I can define this album as 2 things : ""mid"" and ""tryhard""(as it tries to be something that it's just not)

When I first played it, the intro with There’d Better Be a Mirrorball and I Ain’t Quite Where I Think I Am gave me such high hopes for this one. Was it going to be another classic such as Tranquility Base Hotel + Casino?

And it's not, Sculptures of Anything Goes it's a weird song, a true 50/50, some will hate some will love, and I am one of the haters. Almost slept at Jet Skis on the Moat and Body Paint, those 2 boring sad ballads gave me a feel that they're just trying to make ""505 : chapter 2"" for sad teenagers, ugh.

My two favorite tracks are I Ain’t Quite Where I Think I Am and my absolute favorite one Hello You, I feel that if the whole album was groovy and happy like these 2 songs it would sound hella better.

I felt that this album didn't have a personality, Tranquility Base Hotel + Casino have a whole story about the Hotel in the moon, the coolest lyrics ever and this whole ""Muzak"" feeling you know? That it's playing on an elevator, but The Car is just a lost, mid album.

Should you listen to The Car?
No, I woundn't recommend that one, It's just weird to listen, if you are a Baroque Pop fan in the otherhand, I would recommend you to give it a try.

At my other review, I said about the geniality and how enjoyable Tranquility Base Hotel + Casino is, unfortunately The Car will live forever in it's older brother's shadow."
1.50,2022-10-27,"Interesting. Going even more subdued and stripped-back than their last album is a bold move artistically but it really highlights just how weak Alex Turner is as a lead vocalist. I think he fits the whole of a band's lead singer fantastically, mainly due to his energy and charisma, not his voice.

Arctic Monkeys have only been good for making fun music, not artistic masterpieces. This and their last album are just too ambitious and they simply don't have the skills to make this work. Just make something fun! I will say, ""Sculptures of Anything Goes"" is a really fucking good song, so it's weird that the rest of the album is so drab.


(October 29): Weird amendment, but I just want to add that, no, I am not copying Anthony Fantano. I recently saw his review and is oddly similar to this and I'd hate to be viewed as a Melon Clone (full offense to anyone who is, no offense to Anthony, though).


Key Tracks: ""Sculptures of Anything Goes""

Rating: 3.25"
2.50,2022-10-27,"Really don't know what to say other than it's kinda boring and uninspired with a few pretty good moments. It's like a David Bowie glam-era record without any of the soul. Mirrorball is fantastic though, really wish more of the album sounded like it."
2.00,2022-10-27,"The most boring group of songs Arcitc Monkeys have released since AM. Except even the song structures on this album can't save it like on that album. There's not much to say here other than save 40 minutes of your life by not buying into the AME reviews. This album balances the line of being unbreably pretentious with underwhelming vocals and too grand for it's own song structure. Hopefully when arcitc monkeys get around to making another album with the same production choices they will actually have good song structures behind the instrumentation. Disappointing and by far the most forgettabl album in their discography (yes they beat AM in dullness). There's a semblence of good melody here and there but it is far and few between (feels like you have to squint for it). When the song is halfway decent it gets interrupted violently by Turner's half-baked vocal performance. The good stuff is like an oasis in a desert I'm completely indifferent towards. This album will be long forgotten by the end of the year. Next please.
Rating: 4/10"
1.50,2022-10-26,"I'm fairly unfamiliar with the majority of Arctic Monkey's work, but even so I found this album to be fairly disappointing. Every song essentially sounds the same and Turner's vocals become incredibly grating. Well-produced with good orchestration, but outside of that there's only a couple of tracks worth listening to."
3.00,2022-10-26,The biggest issue with this album is the ending I think. It needs to go out with a grandiose bang but its a very front heavy album and kind of peters out into nothing. feeling an extremely light 7
2.00,2022-10-26,"""With your horrible new sound
Baby, those mixed messages ain't what they used to be"""
5.00,2022-10-26,"Its a great, and redefined sound. The Arctic Monkeys are evolving as they grow older.
I dont get this people that want them to continue on their earlier sound. It would be so cringy."
3.50,2022-10-26,"60% some decent tracks that have some moments of greatness but tend to be underwhelming as a whole.

40% Alex turner trying to become a 21st century crooner and only nailing in being as boring as most sinatra wannabes.

It's better than what I expected but my expectations weren't that high to begin with."
1.50,2022-10-26,Alex Turner doing his most middling Bowie and Scott Walker impression for 40 minutes set to well produced but utterly forgettable songs.
1.00,2022-10-26,Have you ever wondered what the Arctic Monkeys think of David Bowie? Turns out they fucking hate him.
4.00,2022-10-25,"Arctic Monkeys are just sitting on a throne of strings at this point, and I'm totally here for it."
2.00,2022-10-25,"I haven't checked in on the Arctic Monkeys camp for a while. Looking into the tent for the first time in a while, I see Alex Turner and company doing some kind of awkward masked ball. Now, this shouldn't be too surprising, they have worn plenty of masks before in the past. With Favourite Worst Nightmare, they wore the mask of a far more energetic band than they once were and with AM they wore the mask of a very very boring band.

However, the set of masks we see being donned by them this time do not seem to fit as well, despite how expertly crafted and well produced the masks are, they are donned in an awkward manner, it's almost hard to tell if the band are wearing them in sincerity or are just wearing it as a gag and this inconsistency of tone makes the costume hard to stomach.

In more direct terms, it is often difficult to tell if they truly care about this album. It is, of course, well made, the orchestration is full and lush, and the lyrics are almost nauseatingly unironic. But despite this, it never feels sincere, the instrumentals feel almost like a bitter pastiche of the aesthetics and Alex Turners' strained and honestly poor quality vocals make the whole experience feel incredibly bitter yet otherwise emotionless. Nowhere else is this clearer than in the production of the album, which, while technically sound, feels inhuman and plastic, it almost reminded me of U2's Songs of Innocence, an album that has such an overly polished production that it completely tramples the emotions of the album itself.

Right at the end here I want to return to a point I previously only skimmed over. Alex Turner marks a lot of the overall issues with the album. His vocals do not sell anything, they honestly sound very low energy and strained and it feels like he is out of his depth for almost the whole duration of the album.

In short, in trying to create their own polished, love letter to sounds of the past, Arctic Monkeys have seemingly crafted something that feels more like a hateful parody. It is sad, but if they continue on in this lane, I don't see them creating anything of their original quality again."
2.00,2022-10-25,"THE CAR: TRACK BY TRACK

1. THERE'D BETTER BE A MIRRORBALL: Beautiful song, nice atmosphere, only flaw is I find it to be a little long and could use some more progression. (8/10)

2. I AINT QUITE WHERE I THINK I AM: Kind of annoying, but its got a decent little chorus, and a solid instrumental. Its still really mid though. (5.5/10)

3. SCULPTURES OF ANYTHING GOES: Good production and cool soundscape, but incredibly lifeless and boring. This song has no soul... (4.5/10)

4. JET SKIS ON THE MOAT: I like the instrumentation, but its wrapped around the most forgettable song on the album, I remember 0 things from this song. (4.5/10)

5. BODY PAINT: The vocals are not my cup of tea, especially the falsetto section. But the second half is awesome, and its got some decent progression. (8/10)

6. THE CAR: The accoustic guitars are a nice touch, but the song has nothing else. No interesting chorus, boring lyrics, 0 interesting ideas, basically nothing to like. (3.5/10)

7. BIG IDEAS: The lyrics are pretty interesting, too bad the instrumental and melody is completely non existent. Seriously, these songs are doing little to nothing to try and keep me interested in the slightest. (3/10)

8. HELLO YOU: Awful vocals, but I love that little synth lead so much. I don't like this track a ton but its not awful just because of the synths/instrumental. (5.5/10)

9. MR SCHWARTZ: Solid melody near the end, but the rest is complete trash with annoying vocals, and the most lifeless and sluggish performance on the record. (3.5/10)

10. PERFECT SENSE: Nothing about this is good. Bland melody, and awful vocals, instrumental, and song as a whole, worst AM song, and an even bigger step down for the already mediocre album. (2.5/10)


FAV SONGS: BODY PAINT, THERE'D BETTER BE A MIRRORBALL, (little parts of a few songs)

LEAST FAV SONG: PERFECT SENSE

SCORE: MID 4/10"
3.50,2022-10-25,"Whilst many have written off the Arctic Monkey's new musical ventures as bland and unworthy of a listen, thanks to their previous and quite disastrous album, Tranquility Base Hotel and Casino[2018], it would be quite a callous move to follow the same suit with The Car[2022], for this is the stuff of legend.

The Car is a dramatic, rambling and poetic monologue from the mind of Alex Turner, whose lovable pretentiousness has allowed us to clearly distinguish that he was the brains behind this operation. It is a return to a niche pocket of music history, reminiscent of a crooning band from the seventies performing in a decaying New York speakeasy to the wallowing old bloke at the bar staring into his drink whilst other customers idle by. It's a classy piece of work.

I am utterly bewildered by There'd Better Be a Mirrorball, an opening track that stuns the listener repetitively with its cinematic introduction of short blasts of a drum kit. Turner croons delightfully through its melancholy melody, the rhythm slow and unchanging and you are left to listen to the remaining tracks with the thought that these primates from colder regions are just begging for their music to be inducted into Hollywood.

Turner has a story to tell, to which The Car has an important role. Perhaps this idea of something so common and yet something that can take you half way around the globe, if you have the funds in such a day and age, is similar to the desire for freedom; freedom in choice of music? With such a divisive reaction to the Arctic Monkey's psychedelic and baroque new style it makes sense for Turner to preach in this way.

I Ain't Quite Where I Think I Am certainly portrays the new style in an appealing light. You can't beat it's suave bass line and the vocals match in an artistic sync, rippling this swish undertone into Sculptures of Anything Goes, the climax to The Car's exposition. Body Paint leaves the listener on a high as side one draws its close. The strings materialise the emotion felt within the album, and cement the Arctic Monkeys into the artsy psychedelic rock for good.

Side two provides certain highs, Hello You softens AM's[2013] grunge glory to a jazz ballad that can only be described in its element as supernatural. And then it ends in Perfect Sense.

I am not suggesting in any way that this is the band's best album, in fact I found it slow and dragging in some areas that really needed to Snap Out of It and just return to the Monkey's indie rock that rocketed them to fame. You can tell it was Turner who wanted this album and without his passion for it, that is so obvious here, The Car's emotional composition wouldn't be so glorious."
2.50,2022-10-25,"A part of me genuinely appreciate this change Alex & his band have made to move the band's sound forward. I don't doubt that if I go back into their catalog, I will suddenly become engaged by their indie rock style, but I always try to give everyone a chance, even if the band makes the type of music that I would typically despise. This despising, anger filled aspect is churned into the typical artist moment when a band or artist feels like they have done enough for the genre they are most well known for, and they decide to experiment. Some bands do this to great success, but most fail. Sadly, this failures aren't really monumental pieces of trash that become enjoyable to listen to, but basically audible sludge that feels like an eternity to go through. Arctic Monkeys have essentially achieved this sludge level of quality with their newest record, a surprising mind fuck that is mostly due to Alex Turner's awful vocals and the ranging quality of the instrumentation.

Alex's vocals are obviously the focus of a lot of people's criticism of the record, because the instrumentation here is obviously very beautiful and lush, from the intro to the outro, the orchestral integrations and funk aspects are definitely some nice additions, but they are barely used in an interesting manner. I never felt genuinely shocked by the new path that the Monkey's decided to go on, and it showed with the very first track, There'd Better Be A Mirrorball. Within my very first listen, I believed that this song was a great jam that really pushed the skills of the band, but when I really thought about it, there was a feeling in my gut that was telling me I was wrong. My head actually hurt when I was attempting to figure out whether I loved or hated the song, and that's because I was forcing myself to like the music because of the change Arctic Monkeys were throwing onto their typical sound.

Despite the brand new soulful and orchestral implementations within this record, the typical problems of an Arctic Monkeys record did not go away. The people who adore the record are either insane fans who already love this band or people who are just surprised by the change up and rank this higher than it deserves to be. However, once the shock of Arctic Monkeys trying something different wears off, the truth comes out and it slowly revealed itself upon my full album listen.

I can barely talk about this any longer without popping my brain into oblivion, but this record does not deserve the hype and it never did in the first place. The band still sounds generic like they usually do, their creativity is still about as boundary pushing as an Imagine Dragons record, and Alex Turner's vocals are as terrible as ever. Did I enjoy some of the songs? Yeah, I guess. Would I come back to this record ever? Hell no. There are an infinite amount of artists that deserve more attention than this generic mushy gushy LP, and I just want to move on from this point. Don't give this record a chance, it isn't worth it. Go listen to something else."
1.00,2022-10-25,"Goddamn, this thing is bland. Slow, uneventful, not doing enough in this direction of orchestral fullness."
4.00,2022-10-24,"I'm biased, I'm an arctic monkeys fan. I appreciated when they changed thing in TBHC, and I also appreciated the things they brought to this new album.

it's a very classy, velvety sound. it's not as corny as TBHC was at times, I believe that this is an meticulously built album, to a fault maybe. it's not perfect and in general not innovative to the music industry, they're not reinventing the wheel here if you're an arctic monkeys fan, you're well served. above all, I respect the band so much for sticking with what they wanted to do, with what they agreed to do... we fans have our expectations but I believe that our expectations should never interfere with the style of a band.

I'm simply very happy to have these moody tunes to listen while driving back from work, it's very pleasant.

my ❤: big ideas, body paint, mirrorball, mr schwartz
not so ❤: sculptures, the car"
3.00,2022-10-24,"I loved their last album, Tranquility Base, or at least I did for the first few listens. It didn't take long for it to get old. The single Four Out Of Five is the best track, Star Treatment is a solid opener, and honestly the first half of the record in general is solid, but side B really, REALLY drags. I'm a fan of Alex Turner's vocals, but it seems like starting with Tranquility Base he started hamming it up or something. I don't know. Flash forward to The Car and a lot of similar occurrences arise. The first single is the best song, the sound has evolved little only adopting a poppier, down to earth direction this time around as opposed to ""space lounge rock"", and Alex Turner's voice has nearly reached a point of parody. Regardless, I'd say it's a step up from it's predecessor: a much more concise, better paced, and tight record. They've also nailed down that ""lounge sound"". Not sure where the band will go from here. *Sigh* I miss the days of their fast paced dance punk. Adopting a new sound is fine, especially for an aging, experienced band, but two records in and I can't help but feel tired of it already.

Favorite Tracks: There'd Better Be A Mirror Ball, Hello You, Body Paint, The Car, Sculptures Of Anything Goes, Big Ideas"
4.00,2022-10-24,"the reason tbh+c never clicked with me is that there was a weird blocky modernness to it - the remaining psych-pop and rock elements, combined with the goofy nerdy lyrics, gave it a feel akin to lemon demon or tally hall, youtube-core music for quirked up teens.

the car is INFINITELY more serious and pretentious, and i love it for that. alex turner isn't hiding the uncoolness of the genre behind irony and funk anymore - he's going all-out in earnest jazz-crooning angst, soaring across these soul-crooning ballads. for all of you calling this album middle-aged dad soft rock lullabies, you're goddamn right - and it's not afraid of that anymore. this is destroyer and scott walker and david sylvian, some of the most GOATed artists of all time btw. this is the soundtrack to an artsy foreign language drama film from rotterdam, a random RYM-core sophistipop album from the 70s that inexplicably blows up from a random front page review. this is the music equivalent to filmbro bait, and i adore it."
3.50,2022-10-24,"Similar to their previous album, but just a bit worse (which is still very good)"
3.50,2022-10-24,"Lush, very well produced and mixed, but a little too one-dimensional. Arctic Monkeys continue to build upon their critically acclaimed discography with this soft extravagant tracklist. It’s just a shame that the run on this album felt like a mesh of the same sound, a mix up in pace or sound would of made the listening experience more enjoyable. Overall still a enjoyable listen. Decent 7/10"
4.50,2022-10-23,"Following the polarizing reception of Tranquility Base Hotel & Casino, Alex Turner had already begun to storm up with ideas for a new album. Numerous sessions followed through over the years though they proved to be fruitless. After the covid lockdowns, an album was starting to take shape in mid 2021 and by late 2022 we got The Car. This album follows in the footsteps of Tranquility Base Hotel & Casino in which it's slower, more mellow, and a bit more accessible. The Car carries some of those Lounge esthetics from Tranquility Base, but this time around the band experiments with sounds of Baroque Pop and Chamber Pop while also sprinkling other genres in as well. While I did enjoy this album on first listen and even more on further listens, The Car is honestly one of Arctic Monkeys weaker releases, but that doesn’t mean its bad.

The opening track and lead single “There’d Better Be A Mirrorball” instantly is very melancholy and incorporates elements of Jazz. The track is plain simply about the end of a relationship. This song is absolutely beautiful and it’s more in a down-to-earth state and is a very simple and soothing track. “I Ain’t Quite Where I Think I Am” is probably one of my favorite tracks on the album as it mixes elements of Funk with some beautiful strings. I love how the strings feel massive and grand on the chorus and the bridge as it just comes out of nowhere. The track “Sculptures of Anything Goes” introduces Electronic elements into Arctic Monkeys’ sound with a moog synthesizer and a drum machine. I like how the track slowly builds on itself before ending things nicely with more orchestral strings.

“Jet Skis on the Moat” gives us a very funky sounding guitar but the track as a whole is slow and sexy. It’s very 70s Smooth Soul and it kind of suits them. “Body Paint” features elements of Progressive Pop and as the bridge really switches things up a bit and it continues to switch things up with an instrumental break. The song then finishes off with a Glam Rock outro reminiscent of the band’s previous release. The title track combines Jazz and Bossa Nova, and this track might be the most beautiful track on the album. The song even features a very trippy and psychedelic guitar solo.

“Big Ideas” seems to have been inspired by Traditional Pop standards from the 50s and the track reflects on the band’s music and their relationship with the music industry. Not to mention the guitar solo at the end is just perfection. “Hello You” brings in a bit more Funk and has a beautiful melody; it might be the most psychedelic track on the album. “Mr Schwartz'' features fingerpicking guitar and is very hypnotic with those reocurring elements of Jazz and Bossa Nova. It is a very intimate song and it makes me all warm inside, I swear I’m not weird. The final track “Perfect Sense” is also the shortest on the album, but it’s also the track on the album that I struggle to get into. Though it is a nice closer, I just wish it was more grand and maybe a tad bit longer.

Overall, The Car is a decent follow-up to the band’s previous release. I like the slower direction the band is heading. It might be considered boring to some because of the slowness which is understandable. I do think it’s one of Arctic Monkeys’ weaker releases, but not the weakest as it does have some very good tracks. I do feel like you have to be in a certain mood to listen to this album, like when you’re winding down late at night or early in the morning. It’s kind of like a Beach House or Fleet Foxes release, you just have to be in a certain mood to listen to it and enjoy it. Still, I’m not disappointed with The Car and I’m glad the band are taking it easy this time around.

Favorite Tracks: There’d Better Be a Mirrorball, I Ain’t Quite Where I Think I Am, Jet Skis on the Moat, Body Paint, The Car, Big Ideas, Hello You, Mr Schwartz

Least Favorite Track: Perfect Sense"
2.50,2022-10-23,"The Car expands on 2018's Tranquillity Base Hotel & Casino in much the same way that Favourite Worst Nightmare expanded on their debut. More variety in the music and a wider range of lyrical themes. However, like Favourite Worst Nightmare I think it is weaker than its predecessor.

Many songs seen to follow a sort of pattern, starting slow and sparse, and then halfway through having a sort of build-up, often lacking a proper resolution. Maybe this lack of resolution is what the Monkeys are aiming for, to leave us holding on and expecting more, a theme reflected in the introspective lyrics of tracks like Mirrorball and Big Ideas. However I think Body Paint is proof that the opposite works to great effect.

Sculpture Of Anything Goes is unlike anything the Monkeys have done before, and shows that they are not afraid to get further and further from the dark-fruits-bucket-hat indie rock that a vocal part of their fanbase seems to want, built around a dark sparse synthetic bassline with Alex crooning his best falsetto over the top. The title track is an interesting number too, with acoustic guitar reminiscent of Fireside from their 2013 album AM, it has an almost spaghetti western feel. I Ain't Where I Think I Am is another highlight, with wah wah guitar, and orchestra hits of ""aaaah"" harmonies fused with synthesizers, that start strong and loud, and then quickly fade, reminiscent of Stereolab's Dot's & Loop's (the original lounge pop left turn). The second half of the album is much more forgettable than the first. It just seems to sort of happen, and suddenly it's over.

I don't know how I will feel about this album in the long run. Alex is in top lyrical form as usual, and the music is interesting, but it leaves something to be desired. As someone who adored Tranquillity Base Hotel & Casino, I don't know if I will ever be able to see The Car as anything other than a disappointing follow up. However, it did take me about a year to fall in love with TBHC, so I can only hope that The Car is the same. This is the only the second time in their career that I would say the Monkeys released a follow up, and once again it feels as if they got it right on the predecessor; maybe this time it would've been best left at that."
3.00,2022-10-23,"The long awaited follow up to Tranquility Base Hotel and Casino expands on the Arctic Monkeys continuously developing sound and attempts to draw even more influence, style and dynamic than ever before. The Car is a confidently unique and sophisticated record, Turner and co glide through 10 tracks of rich soul / jazz / pop fusion and though miles away from their northern indie rock roots, still pull together some of the bands most mature work to date on this record. Turner is as poetically cocky as ever, the instrumentals are smooth and classy with rich tones and an eclectic pallet to dive into as well as some beautiful arrangements throughout. It’s a strangely conflicting record that is just as confident and outgoing as it is subtle and delicate and the balance between either end, when done correctly, is where the Arctic Monkeys shine, but it’s holding onto that energy that’s the problem.
Though packed with some impressive singles in the perspective of an album there’s a bit too much style and not enough substance on The Car. The quality of the tracks isn’t particularly the issue more so the material between the highlights just falling flat and struggling to reach any kind of conclusion. The band do commit to the themes of the record and allow their influence to consume the album but there’s too many moments where The Car struggles to deliver on the simpler elements. For every great song on The Car there’s two dull ones and it just isn’t enough to stand on its own as a full length record.
Im anticipating the album will grow on me as time goes on because it’s a decent listen for sure, but far from the Monkeys at their best.

Favourite tracks: There’d Better Be A Mirrorball, Sculptures Of Anything Goes, Body Paint

Least favourite tracks: Mr Schwartz

Rating: 6 / 10"
4.00,2022-10-22,"I noticed that first half(Tracks 1-5) of the record is really impeccable; as a matter of fact, singles were drawn from this part, and definitely has powerful tunes compared to the second part (Tracks 6-10)

I think that this record is ""like"" Tranquillity Base Hotel & Casino, but a bit more experimental, you can actually listen that the band is trying to blend new styles with some features of old albums.

This album, like TBH&C, will probably get better in the long run, play after play. And yes, true fans will always love their stuff, unlike people who complain, because they only expect an AM 2.0.

Best tracks (for me) are: (in order)
1) There’d Better Be a Mirrorball
2) Big Ideas
3) Body Paint
4) Sculptures of Anything Goes

Special mention goes to There’d Better Be a Mirrorball, its tune is so soft and eloquent that fills my pure heart to the brim.
Also Body Paint, sometimes the chorus is stuck in my head, which is always a good sign for a song to have imo.
These were definetely a good choice to pick as singles, unfortunately I didn't find the ""magic"" of these tracks in all the album.

Definetely worst song goes to 'The Car', the title track.
It's a pity that a title track is so weak in terms of melodies, I found it really boring compared to the other ones."
4.00,2022-10-22,"The seventh installment of Arctic Monkeys is a sequel to Tranquility Base Hotel & Casino (2018). Yes, it's been four years out of the blue and you didn't even realize it.

The previous album divided the group's fan base because it was a departure from what they had previously presented, such as AM (2013) or Suck It and See (2011). Tranquility Base was founded on the foundation of ""space sound"" and glam rock. Many of the chords didn't seem to gel and it was beyond intentional.

I liked The Car's predecessor, after listening to it several times with attention, but I could tell that the new formula was not going to satisfy the fans or the new audience.

The Car seems to have taken notes from the above and makes Tranquility Base look like a prototype.

Again the structure is fluid and does not maintain a direct base, based on this feeling of spatiality previously presented. Despite Alex's statement to Big Issue that this installment was much more earthy, it still carries over the essence of space.

The latest LP takes notes from baroque pop and chamber pop and substantially improves the vocals. At times, on the last album, Alex's voice wavered and left a sense of listlessness.

This time there is more delivery, the structure is still blurred, but when he manages to hook in a solo or in some bridge of the songs, he is able to connect.

The points against is that, without falling into something obtuse, maybe it is still difficult to get into the game proposed by the band for the second time.

In fact I've read quite a lot of annoyance about this lack of structure, the monotony of the lyrics throughout the album. Flashes aside, at times it does feel like you're listening to the same song ten times over.

It's another album that divides, but improves quite a bit on aspects of the previous installment. I understand where the complaints are coming from and make perfect sense of the arguments against it.

But I liked it.

I started listening to the first song with skepticism but I got the hang of it quickly. I didn't have to give it a lot of thought like the previous one.

I like the little details that some songs have and moments that, for a few seconds, everything seems to come together in an impeccable way.

They still have a long way to go to perfect the formula, if they want to continue along this line, but if they dedicate enough time to it, they could achieve an album of the year.

My final verdict on ""The Car"" is:

8 out of 10 Cars."
2.50,2022-10-22,"Started strong (Mirrorball), and ended very weak (Perfect Sense). This band has no idea who they are anymore, and songs like Big Ideas show Turner actually touching on this. The amalgamation of highly descriptive lyrics that are describing pretty much nothing interesting nor important sums up most songs on this project. If there is supposed to be melody here it's some of the weakest of their discography, which is saying something. It's a shame because the progression in There'd better be a Mirrorball is actually good."
3.50,2022-10-22,"After Tranquility the AM fanbase was quite split. Some wanted more hooks and some loved the new experimental songs. This one is for the latter. The Car has a glam rock 70s Bowie-style feeling. Unfortunately, the Bowie style doesn't hold up the whole way through. There are too many dull and similar tracks and not enough variety. More hooks next time and energy!

Fav tracks:
There'd Better Be a Mirrorball, Sculptures of Anything Goes, Perfect Sense and Hello You"
1.50,2022-10-22,"after the singles i was kinda curious to listen to this album, with Mirrorball, despite not having a lot of progression throughout, sounded amazing and gorgeous, and Body Paint was pretty good in my opinion, with some heavy glam rock vibes.

well, ummm, turns out this is not... great.
i don't even think it's worth it going track by track, since they all sound the fucking same for the most part. you have some beautiful instrumentals + gorgeous production + alex turner rambling for the entire track. there ya go. that's The Car for you, if that's what you're looking for. there's basically no hooks (or anything really) to keep the tracks interesting and justify their length, which is already short. most of the time, i was only halfway through and i couldn't fucking take it anymore, because just nothing happens.

this is incredibly dull and boring, and kinda pretentious chamber pop. having this coming out the same year as Ants From Up There (go listen to that btw) is kinda ridiculous.
but i notice a pattern here, everytime this band tries to sound ""mature"", they end sounding boring and pretentious instead. happened with Humbug, happened with AM, happened here.

37/100
favorite tracks: Body Paint, There'd Better Be A Mirrorball
least favorites: eh idk, they're all the fucking same"
